id,Title,Content,"Publication Authors_publication_author_name","Publication Year",DOI,"Publication URLs","RDC List_id","Book Title","BibTex Type","Journal Name",Number,"Network Ref"
20366,"L'innovation sociale. Émergence et effets sur la transformation des sociétés",,"Juan-Luis Klein,Denis Harrisson",2007,,https://www.puq.ca/fr/repertoire_fiche.asp?titre=titres&noproduit=g1374,MTL,,BOOK,,,book
20367,"A simulation study of sample size for multilevel logistic regression models",,"Rahim Moineddin,Flora I. Matheson,Richard H. Glazier",2007,,http://www.biomedcentral.com/1471-2288/7/34,UTO,,ARTICLE,"BMC Medical Research Methodology",34,article
20368,"Mental health in childhood and human capital",,"Janet Currie,Mark Stabile",2007,,http://www.nber.org/papers/w13217,UTO,,ARTICLE,"National Bureau of Economic Research (NBER) Working Papers",13217,workpaper
20369,"Social capital",,"Dietlind Stolle",2007,,,MTL,"Oxford Handbook of Political Behavior",INBOOK,,,bookchap
20370,"Les rendements de la formation en entreprise",,"Benoît Dostie,Marie-Pierre Pelletier",2007,,http://www.jstor.org/pss/30032511,MTL,,ARTICLE,"Canadian Public Policy / Analyse de politiques",1,article
20371,"Asthma surveillance: Asthma in relation to job exposure among Canada's adult population: comparison of surveillance information from two surveys",,"Nichole Andrea Garzia,M. Koehoorn,P. A. Demersand,S. M. Kennedy",2007,,,BCI,,ARTICLE,"Occupational and Environmental Medicine",12,article
20372,"Deprivation indices, population health and geography: an evaluation of the spatial effectiveness of indices at multiple scales",,"Nadine Schuurman,Nathaniel Bell,James R. Dunn,Lisa Oliver",2007,,http://www.sfu.ca/gis/schuurman/cv/pdf/2007_juh_indices.pdf,BCI,,ARTICLE,"Journal of Urban Health",,article
20373,"Bankruptcy and the Poor?",,"Stephanie Ben-Ishai,Saul Schwartz",2007,,,COOL,,ARTICLE,"Osgoode Hall Law Journal",3,article
20374,"Does greater contact with physicians reduce feelings of mastery in old age?",,"J. Cairney,L. M. Corna,T. J. Wade,D. L. Streiner",2007,,http://psychsocgerontology.oxfordjournals.org/content/62/4/p226.abstract,UTO,,ARTICLE,"Journal of Gerontology- Psychological Sciences",,article
20375,"The association between pathological gambling and attempted suicide: Findings from a national survey in Canada",,"Stephen C. Newman,Angus H. Thompson",2007,,http://cpa.sagepub.com/content/52/9/605.short,UAB,,ARTICLE,"Canadian Journal of Psychiatry",9,article
20376,"Childhood behavioral profiles and adolescents' affiliation to youth gangs: The moderating impact of neighborhood and family environmental adversity",,"Véronique Dupéré,Éric Lacourse,Douglas J. Willms,F. Vitaro,R. E. Tremblay",2007,,,MTL,,ARTICLE,"Journal of Abnormal Child Psychology",,article
20377,"Health status and health care utilization of multiple sclerosis in Canada",,"S. Pohar,C. A. Jones,S. Warren,K. Turpin,K. Warren",2007,,"http://cjns.metapress.com/app/home/contribution.asp?referrer=parent&backto=issue,10,30;journal,21,72;linkingpublicationresults,1:300307,1",UAB,,ARTICLE,"Canadian Journal of Neurological Sciences",2,article
20378,"Why some adult Canadians do not have blood pressure measured",,"E. Amankwah,R. Norman,C. Campbell,C. Maxwell,J. Onysko,H. Quan",2007,,,PRC,,ARTICLE,"Journal of Clinical Hypertension",,article
20379,"Gender differences in socioeconomic inequalities in health: Trends in Canada, 1994-2003",,"Serena Luchenski",2007,,,MTL,,MASTERSTHESIS,,,mastersthesis
20380,"The role of co-op in the transition from high school to post-secondary education",,"Maureen Drysdale,John Goyder,A. Nosko,M. Easton,K. Frank,P. Rowe",2007,,,SWO,,ARTICLE,"Journal of Cooperative Education and Internships",1,article
20381,"Continuité et discontinuité de la dépression chez les jeunes Canadiens en transition de l'adolescence à l'âge adulte: Portrait descriptif et facteurs de risque",,"Cat Tuong Nguyen",2007,,https://papyrus.bib.umontreal.ca/xmlui/handle/1866/6675,MTL,,PHDTHESIS,,,phdthesis
20382,"""Streaming"" in the 10th grade in four Canadian provinces in 2000",,"H. Krahn,A. Taylor",2007,,,UAB,,TECHREPORT,,,report
20383,"Modèle dynamique en présence de biais de sélection et d'hétérogénéité inobservée: Application l'offre de travail des femmes au Canada",,"Michael Doyon",2007,,,MTL,,MASTERSTHESIS,,,mastersthesis
20384,"Les jeunes des années 1980-90: Une génération sacrifiée?",,"Charles Fleury",2007,,https://www.pulaval.com/produit/les-jeunes-et-le-travail,MTL,"Les jeunes et le travail",INBOOK,,,bookchap
20385,"Early union formation in Canada: Links with education",,"Darcy W. Hango,Céline Le Bourdais",2007,,http://link.springer.com/article/10.1007/s10680-007-9129-3,MTL,,ARTICLE,"European Journal of Population / Revue Européenne de Démographie",4-Mar,article
20386,"Antecedents of work disability absence among young people: A prospective study",,"F. C. Breslin,J. D. Pole,E. Tompa,B. C. Amick,P. Smith,S. Hogg-Johnson",2007,,http://www.ncbi.nlm.nih.gov/pubmed/17664072,UTO,,ARTICLE,"Annals of Epidemiology",10,article
20387,"Universal health care? Access to primary care and missed care of young adult Canadians",,"Gillian E. Hanley",2007,,,BCI,,PHDTHESIS,,,phdthesis
20388,"Developmental trajectories of violence and theft",,"Éric Lacourse,Véronique Dupéré,R. Loeber",2007,,,MTL,"Serious theft and violence: Developmental course from childhood to early adulthood",INBOOK,,,bookchap
20389,"Characterization and explanation of the 1996-2001 inter-CMA migration of the second generation in Canada",,"Lei Xu",2007,,,MCM,,ARTICLE,"Social and Economic Dimensions of an Aging Population (SEDAP) Research Papers",196,workpaper
20390,"Seasonal variation in leisure time physical activity among Canadians",,"A. T. Merchant,M. Dehghan,N. Akhtar-Danesh",2007,,http://journal.cpha.ca/index.php/cjph/article/view/823/823,MCM,,ARTICLE,"Canadian Journal of Public Health",2,article
20391,"Depressive disorders among young Canadians: Associated factors of continuity and discontinuity",,"Cat Tuong Nguyen,Louise Fournier",2007,,http://www.jstor.org/stable/41994946,MTL,,ARTICLE,"Revue canadienne de santé publique",4,article
20392,"Access to health care services along the rural-urban continuum in Canada: The role of place of residence",,"Lyn M. Sibley",2007,,,BCI,,PHDTHESIS,,,phdthesis
20393,"Education level, income level and mental health services use in Canada: Associations and policy implications",,"L. S. Steele,C. S. Dewa,E. Lin,K. Lee",2007,,http://www.ncbi.nlm.nih.gov/pmc/articles/pmc2645130/?tool=pubmed,UTO,,ARTICLE,"Healthcare Policy",1,article
20394,"Les écarts de salaires entre industries au Canada",,"Romain Calleja",2007,,,COOL,,MASTERSTHESIS,,,mastersthesis
20395,"Performance and perception: Exploring gender gaps in human capital skills",,"Victor Thiessen",2007,,http://muse.jhu.edu/journals/canadian_journal_of_sociology/v032/32.2thiessen.html,DAL,,ARTICLE,"Canadian Journal of Sociology",2,article
20396,"Dynamique et déterminants de la participation des femmes au marché du travail après la naissance d'un enfant au Canada",,"Philippe Pacaut,Céline Le Bourdais,Benoît Laplante",2007,,http://www.erudit.org/revue/cqd/2007/v36/n2/029625ar.html?vue=resume,MTL,,ARTICLE,"Cahiers québécois de démographie",2,article
20397,"Patterns and correlates of pubertal development in Canadian youth: Effects of family context",,"R. G. Arim,J. D. Shapka,V. S. Dahinten,J. D. Willms",2007,,http://www.ncbi.nlm.nih.gov/pubmed/17441529,UNB,,ARTICLE,"Canadian Journal of Public Health",2,article
20398,"An analysis of the long-term effects of child hunger in Canada",,"L. McIntyre,M. Potestio",2007,,,DAL,,TECHREPORT,,,report
20399,"Le rôle de la profession et du secteur économique sur le risque de dépression majeure",,"Mélissa Murray",2007,,https://papyrus.bib.umontreal.ca/jspui/bitstream/1866/1989/1/a1.4g481.pdf,MTL,,MASTERSTHESIS,,,mastersthesis
20400,"The labour market transitions of newly arrived immigrant youth: a tri-provincial study",,"Lori Wilkinson,Sean Lauer,Rick Sin,A. Ka Tat Tsang,Miu Chung Yan",2007,,,WIN,,TECHREPORT,,,report
20401,"The development of police-reported delinquency among Canadian youth born in 1987 and 1990",,"Peter J. Carrington",2007,,http://www.statcan.gc.ca/pub/85-561-m/85-561-m2007009-eng.htm,SWO,,ARTICLE,"Statistics Canada Crime and Justice Research Paper Series",9,workpaper
20402,"Rising low-income rates and the adaptation of Canadian immigrant youth",,"P. Anisef,K. Phythian",2007,,,UWO,"Reading sociology: Canadian perspectives",INBOOK,,,bookchap
20403,"L'influence du capital social sur la formation du capital humain chez les éléves résilients de milieux socioéconomiques défavorisés",,"Lucie DeBlois,Canisius Kamanzi,Xiao Ying Zhang,Marc-André Deniger",2007,,http://cat.inist.fr/?amodele=affichen&cpsidt=20209125,MTL,,ARTICLE,"Revue des sciences de l'éducation",1,article
20404,"Socioeconomic patterns of obesity in Canada: Modeling the role of health behaviour",,"H. Ward,V. Tarasuk,R. Mendelson",2007,,http://www.ncbi.nlm.nih.gov/pubmed/17486161,UTO,,ARTICLE,"Applied Physiology, Nutrition, and Metabolism",,article
20405,"Measuring social cohesion: An experiment using the National Survey of Giving, Volunteering, and Participating",,"Fernando Rajulton,Zenaida R. Ravanera,Roderic Beaujot",2007,,http://link.springer.com/article/10.1007/s11205-006-0011-1,"MCM,UWO",,ARTICLE,"Social Indicators Research",3,article
20406,"Family diversity and children's behavioral outcomes in Canada: From structure to process",,"M. Teresa Abada,M. Gillespie",2007,,http://cat.inist.fr/?amodele=affichen&cpsidt=20043257,UWO,,ARTICLE,"Sociological Focus",4,article
20407,"Distance-related horizontal equity in hospital utilization: Is Canada achieving its health policy goals?",,"Tara McGrath",2007,,,MCM,,MASTERSTHESIS,,,mastersthesis
20408,"La participation sociale des personnes handicapées au Québec: les activités éducatives pour la petite enfance",,"Isabelle Émond",2007,,,MTL,,TECHREPORT,,,report
20409,"Contextual influences on children's mental health and school performance: The moderating effects of family immigrant status",,"Katholiki Georgiades,Michael H. Boyle,Eric Duku",2007,,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-8624.2007.01084.x/full,MCM,,ARTICLE,"Child Development",5,article
20410,"Impact, dans cinq provinces canadiennes, de l'introduction de la prestation nationale pour enfant (PNE) sur le srevenus et la consommation de femmes monoparentales",,"Marie-Hélène Legault",2007,,,MTL,,MASTERSTHESIS,,,mastersthesis
20411,"Developing new strategies to support future caregivers of older Canadians with disabilities: Projections of need and their policy implications",,"Janice Keefe,Jacques Légaré,Y. Carrière",2007,,http://economics.ca/cgi/jab?journal=cpp&article=v33s1p0065,MTL,,ARTICLE,"Canadian Public Policy",s1,article
20412,"Globalization, human resource practices and innovation: Recent evidence from the Canadian Workplace and Employee Survey",,"S. Walsworth,A. Verma",2007,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=972537,SKY,,ARTICLE,"Industrial Relations / Relations industrielles",2,article
20413,"What predicts early indirect aggression trajectory group membership? A nationally representative longitudinal study of Canadian children aged 2 to 8",,"Tracy Vaillancourt,J. Miller,J. Fagbemi,Sylvana Côté,Richard E. Tremblay",2007,,http://onlinelibrary.wiley.com/doi/10.1002/ab.20202/pdf,MTL,,ARTICLE,"Aggressive Behavior",,article
20414,"A test of the age-based measurement invariance and temporal stability of Antonovsky's Sense of Coherence Scale",,"Chris G. Richardson,Pamela A. Ratner,Bruno D. Zumbo",2007,,http://www.eric.ed.gov/ericwebportal/search/detailmini.jsp?_nfpb=true&_&ericextsearch_searchvalue_0=ej769055&ericextsearch_searchtype_0=no&accno=ej769055,BCI,,ARTICLE,"Educational and Psychological Measurement",4,article
20415,"School completion and workforce transitions among urban Aboriginal youth",,CRDCN,2007,,https://crdcn.org/list-crdcn-publications,"CRDCN,UWO",,STANDARD,"RDC@Western Research Highlight",01-Feb,highlight
20416,"La sous-traitance: déterminants et impacts sur la performance de l'entreprise",,"Camille Béland",2007,,,MTL,,MASTERSTHESIS,,,mastersthesis
20417,"Tabac et alcool: le tout est-il plus grand que la somme de ses parties?",,"S. Kairouz,L. Nadeau",2007,,,MTL,,ARTICLE,"Drogue, Santé et Société",1,article
20418,"A mental health model of older Canadians",,"Marty Paterson",2007,,,MTL,,MASTERSTHESIS,,,mastersthesis
20419,"An animated depiction of major depression epidemiology",,"S. B. Patten",2007,,http://www.biomedcentral.com/1471-244x/7/23,PRC,,ARTICLE,"BMC Psychiatry",23,article
20420,"Potential interactions between pharmaceuticals and natural health products in Canada: Analysis of the National Population Health Survey",,"Sumeet Singh,Mitchell Levine",2007,,,MCM,,ARTICLE,"Journal of Clinical Pharmacology",2,article
20421,"Adolescent children of adolescent mothers: The impact of family functioning on trajectories of development",,"Susan Dahinten,Jennifer D. Shapka,J. Douglas Willms",2007,,http://www.springerlink.com/content/97183181l0264t27/,"UNB,BCI",,ARTICLE,"Journal of Youth and Adolescence",2,article
20422,"Why have the labour force participation rates of older men increased since the mid-1990s?",,"Tammy Schirle",2007,,http://ideas.repec.org/p/wlu/wpaper/eg0045.html,SWO,,ARTICLE,"Wilfred Laurier Department of Economics Working Paper Series",7-Mar,workpaper
20423,"The demographic determinants of remittances sent abroad by recent immigrants to Canada",,"Per Unheim",2007,,,COOL,,PHDTHESIS,,,phdthesis
20424,"Season of birth and the prevalence of overweight and obesity in Canada",,"N. Wattie",2007,,http://www.ncbi.nlm.nih.gov/pubmed/18280062,UTO,,MASTERSTHESIS,,,mastersthesis
20425,"Self-rated health: caught in the crossfire of the quest for 'true' health?",,"Amélie Quesnel-Vallée",2007,,http://ije.oxfordjournals.org/content/36/6/1161.extract?sid=bf4cd8f1-3bd6-494e-a7a0-a9189fd231d1,MTL,,ARTICLE,"International Journal of Epidemiology",6,article
20426,"The influence of sociodemographic factors on patterns of fruit and vegetable consumption in Canadian adolescents",,"Natalie Diane Riediger,Shahin Shooshtari,Mohammed Hassan Moghadasian",2007,,http://linkinghub.elsevier.com/retrieve/pii/s0002822307012953,WIN,,ARTICLE,"Journal of the American Dietetic Association",9,article
20427,"Gender inequality in the wealth of older Canadians",,"Margaret Denton,Linda Boos",2007,,http://ideas.repec.org/p/mcm/sedapp/169.html,"DAL,MCM,UTO",,ARTICLE,"Social and Economic Dimensions of an Aging Population (SEDAP) Research Papers",169,workpaper
20428,"Poisson models with employer-employee unobserved heterogeneity: An application to absence data",,"Jean-François Angers,Denise Desjardins,Georges Dionne,Benoît Dostie,François Guertin",2007,,http://ideas.repec.org/p/lvl/lacicr/0714.html,MTL,,ARTICLE,"Centre interuniversitaire sur le risque, les politiques économiques et l'emploi (CIRPÉE) Working Paper",14-Jul,workpaper
20429,"La relation entre la pénurie de main d'oeuvre qualifiée et l'innovation",,"Nawal Tahri",2007,,,MTL,,MASTERSTHESIS,,,mastersthesis
20430,"Internal migration dynamics of a Canadian immigrant gateway: Toronto as an origin, way-station and destination between 1991 and 2001",,"K. King,K. B. Newbold",2007,,http://www.accessmylibrary.com/article-1g1-176978848/internal-migration-dynamics-canadian.html,MCM,,ARTICLE,"Canadian Journal of Regional Science",2,article
20431,"Interval censoring and longitudinal survey data",,"Norberto P. Galicia",2007,,https://uwspace.uwaterloo.ca/handle/10012/3224,SWO,,PHDTHESIS,,,phdthesis
20432,"Mothering and domestic violence: A longitudinal analysis",,"N. L. Letourneau,C. B. Fedick,J. D. Willms",2007,,http://www.springerlink.com/content/3x042233813631v0/,UNB,,ARTICLE,"Journal of Family Violence",8,article
